,driverId,race_id,q1_timing,q2_timing,q3_timing,position,qualifying_pos,prev_year_pos,season,round
404,brundle,1995_17,0,0,0,14,11,0.0,1995,17
405,panis,1995_17,0,0,0,2,12,0.0,1995,17
406,morbidelli,1995_17,0,0,0,3,13,0.0,1995,17
407,salo,1995_17,0,0,0,5,14,0.0,1995,17
408,badoer,1995_17,0,0,0,23,15,0.0,1995,17
409,katayama,1995_17,0,0,0,9,16,0.0,1995,17
410,lamy,1995_17,0,0,0,6,17,0.0,1995,17
411,wendlinger,1995_17,0,0,0,21,18,0.0,1995,17
412,inoue,1995_17,0,0,0,20,19,0.0,1995,17
413,moreno,1995_17,0,0,0,17,20,0.0,1995,17
414,diniz,1995_17,0,0,0,7,21,0.0,1995,17
415,montermini,1995_17,0,0,0,22,22,0.0,1995,17
416,gachot,1995_17,0,0,0,8,23,0.0,1995,17
417,hakkinen,1995_17,0,0,0,24,24,0.0,1995,17
418,villeneuve,1996_1,1:32.371,0,0,2,1,0.0,1996,1
419,damon_hill,1996_1,1:32.509,0,0,1,2,0.0,1996,1
420,irvine,1996_1,1:32.889,0,0,3,3,0.0,1996,1
421,michael_schumacher,1996_1,1:33.125,0,0,13,4,0.0,1996,1
422,hakkinen,1996_1,1:34.054,0,0,5,5,0.0,1996,1
423,alesi,1996_1,1:34.257,0,0,18,6,0.0,1996,1
424,berger,1996_1,1:34.344,0,0,4,7,0.0,1996,1
425,barrichello,1996_1,1:34.474,0,0,15,8,0.0,1996,1
426,frentzen,1996_1,1:34.494,0,0,8,9,0.0,1996,1
427,salo,1996_1,1:34.832,0,0,6,10,0.0,1996,1
428,panis,1996_1,1:35.330,0,0,7,11,0.0,1996,1
429,verstappen,1996_1,1:35.338,0,0,17,12,0.0,1996,1
430,coulthard,1996_1,1:35.351,0,0,16,13,0.0,1996,1
431,herbert,1996_1,1:35.453,0,0,20,14,0.0,1996,1
432,katayama,1996_1,1:35.715,0,0,11,15,0.0,1996,1
433,fisichella,1996_1,1:35.898,0,0,14,16,0.0,1996,1
434,lamy,1996_1,1:36.109,0,0,12,17,0.0,1996,1
435,rosset,1996_1,1:36.198,0,0,9,18,0.0,1996,1
436,brundle,1996_1,1:36.286,0,0,19,19,0.0,1996,1
437,diniz,1996_1,1:36.298,0,0,10,20,0.0,1996,1
438,damon_hill,1996_2,1:18.111,0,0,1,1,16.0,1996,2
439,barrichello,1996_2,1:19.092,0,0,13,2,19.0,1996,2
440,villeneuve,1996_2,1:19.254,0,0,17,3,0.0,1996,2
441,michael_schumacher,1996_2,1:19.474,0,0,3,4,1.0,1996,2
442,alesi,1996_2,1:19.484,0,0,2,5,5.0,1996,2
443,brundle,1996_2,1:19.519,0,0,12,6,0.0,1996,2
444,hakkinen,1996_2,1:19.607,0,0,4,7,4.0,1996,2
445,berger,1996_2,1:19.762,0,0,18,8,3.0,1996,2
446,frentzen,1996_2,1:19.799,0,0,14,9,24.0,1996,2
447,irvine,1996_2,1:19.951,0,0,7,10,22.0,1996,2
448,salo,1996_2,1:20.000,0,0,5,11,7.0,1996,2
449,herbert,1996_2,1:20.144,0,0,16,12,17.0,1996,2
450,verstappen,1996_2,1:20.157,0,0,21,13,20.0,1996,2
451,coulthard,1996_2,1:20.167,0,0,15,14,2.0,1996,2
452,panis,1996_2,1:20.426,0,0,6,15,25.0,1996,2
453,katayama,1996_2,1:20.427,0,0,9,16,21.0,1996,2
454,rosset,1996_2,1:20.440,0,0,20,17,0.0,1996,2
455,lamy,1996_2,1:21.491,0,0,10,18,0.0,1996,2
456,badoer,1996_2,1:23.174,0,0,11,19,13.0,1996,2
457,montermini,1996_2,1:23.454,0,0,19,20,9.0,1996,2
458,marques,1996_2,0,0,0,22,21,0.0,1996,2
459,diniz,1996_2,0,0,0,8,22,10.0,1996,2
460,damon_hill,1996_3,1:30.346,0,0,1,1,1.0,1996,3
461,michael_schumacher,1996_3,1:30.598,0,0,12,2,3.0,1996,3
462,villeneuve,1996_3,1:30.907,0,0,2,3,0.0,1996,3
463,alesi,1996_3,1:31.038,0,0,3,4,2.0,1996,3
464,berger,1996_3,1:31.262,0,0,11,5,6.0,1996,3
465,barrichello,1996_3,1:31.404,0,0,4,6,17.0,1996,3
466,verstappen,1996_3,1:31.615,0,0,6,7,18.0,1996,3
467,hakkinen,1996_3,1:31.801,0,0,22,8,23.0,1996,3
468,coulthard,1996_3,1:32.001,0,0,7,9,19.0,1996,3
469,irvine,1996_3,1:32.058,0,0,5,10,21.0,1996,3
470,frentzen,1996_3,1:32.130,0,0,17,11,5.0,1996,3
471,panis,1996_3,1:32.177,0,0,8,12,7.0,1996,3
472,katayama,1996_3,1:32.407,0,0,19,13,8.0,1996,3
473,marques,1996_3,1:32.502,0,0,16,14,0.0,1996,3
474,brundle,1996_3,1:32.696,0,0,15,15,0.0,1996,3
475,salo,1996_3,1:32.903,0,0,14,16,12.0,1996,3
476,herbert,1996_3,1:33.256,0,0,9,17,4.0,1996,3
477,diniz,1996_3,1:33.424,0,0,18,18,10.0,1996,3
478,lamy,1996_3,1:33.727,0,0,13,19,0.0,1996,3
479,rosset,1996_3,1:33.752,0,0,20,20,0.0,1996,3
480,badoer,1996_3,1:34.830,0,0,21,21,26.0,1996,3
481,montermini,1996_3,1:35.651,0,0,10,22,22.0,1996,3
482,damon_hill,1996_4,1:18.941,0,0,4,1,16.0,1996,4
483,villeneuve,1996_4,1:19.721,0,0,1,2,0.0,1996,4
484,michael_schumacher,1996_4,1:20.149,0,0,2,3,1.0,1996,4
485,alesi,1996_4,1:20.711,0,0,20,4,2.0,1996,4
486,barrichello,1996_4,1:20.818,0,0,5,5,4.0,1996,4
487,coulthard,1996_4,1:20.888,0,0,3,6,3.0,1996,4
488,irvine,1996_4,1:20.931,0,0,19,7,6.0,1996,4
489,berger,1996_4,1:21.054,0,0,9,8,19.0,1996,4
490,hakkinen,1996_4,1:21.078,0,0,8,9,8.0,1996,4
491,frentzen,1996_4,1:21.113,0,0,16,10,21.0,1996,4
492,brundle,1996_4,1:21.177,0,0,6,11,7.0,1996,4
493,herbert,1996_4,1:21.210,0,0,7,12,5.0,1996,4
494,verstappen,1996_4,1:21.367,0,0,17,13,0.0,1996,4
495,salo,1996_4,1:21.458,0,0,14,14,10.0,1996,4
496,panis,1996_4,1:21.509,0,0,18,15,22.0,1996,4
497,katayama,1996_4,1:21.812,0,0,15,16,0.0,1996,4
498,diniz,1996_4,1:22.733,0,0,10,17,13.0,1996,4
499,fisichella,1996_4,1:22.921,0,0,13,18,0.0,1996,4
500,lamy,1996_4,1:23.139,0,0,12,19,9.0,1996,4
501,rosset,1996_4,1:23.620,0,0,11,20,0.0,1996,4
502,michael_schumacher,1996_5,1:26.890,0,0,2,1,26.0,1996,5
503,damon_hill,1996_5,1:27.105,0,0,1,2,1.0,1996,5
504,villeneuve,1996_5,1:27.220,0,0,11,3,0.0,1996,5
505,coulthard,1996_5,1:27.688,0,0,14,4,4.0,1996,5
506,alesi,1996_5,1:28.009,0,0,6,5,2.0,1996,5
507,irvine,1996_5,1:28.205,0,0,4,6,8.0,1996,5
508,berger,1996_5,1:28.336,0,0,3,7,3.0,1996,5
509,salo,1996_5,1:28.423,0,0,21,8,22.0,1996,5
510,barrichello,1996_5,1:28.632,0,0,5,9,20.0,1996,5
511,frentzen,1996_5,1:28.785,0,0,18,10,6.0,1996,5
512,hakkinen,1996_5,1:29.079,0,0,8,11,5.0,1996,5
513,brundle,1996_5,1:29.099,0,0,17,12,0.0,1996,5
514,panis,1996_5,1:29.472,0,0,12,13,9.0,1996,5
515,verstappen,1996_5,1:29.539,0,0,16,14,24.0,1996,5
516,herbert,1996_5,1:29.541,0,0,20,15,7.0,1996,5
517,katayama,1996_5,1:29.892,0,0,13,16,21.0,1996,5
518,diniz,1996_5,1:29.989,0,0,7,17,15.0,1996,5
519,lamy,1996_5,1:30.471,0,0,9,18,0.0,1996,5
520,fisichella,1996_5,1:30.814,0,0,19,19,0.0,1996,5
521,rosset,1996_5,1:31.316,0,0,15,20,0.0,1996,5
522,badoer,1996_5,1:32.037,0,0,10,21,14.0,1996,5
523,montermini,1996_5,0,0,0,22,22,23.0,1996,5
524,michael_schumacher,1996_6,1:20.356,0,0,17,1,1.0,1996,6
525,damon_hill,1996_6,1:20.866,0,0,11,2,2.0,1996,6
526,alesi,1996_6,1:20.918,0,0,9,3,16.0,1996,6
527,berger,1996_6,1:21.067,0,0,13,4,3.0,1996,6
528,coulthard,1996_6,1:21.460,0,0,2,5,22.0,1996,6
529,barrichello,1996_6,1:21.504,0,0,18,6,14.0,1996,6
530,irvine,1996_6,1:21.542,0,0,7,7,21.0,1996,6
531,hakkinen,1996_6,1:21.688,0,0,6,8,24.0,1996,6
532,frentzen,1996_6,1:21.929,0,0,4,9,6.0,1996,6
533,villeneuve,1996_6,1:21.963,0,0,8,10,0.0,1996,6
534,salo,1996_6,1:22.235,0,0,5,11,13.0,1996,6
535,verstappen,1996_6,1:22.327,0,0,21,12,25.0,1996,6
536,herbert,1996_6,1:22.346,0,0,3,13,4.0,1996,6
537,panis,1996_6,1:22.358,0,0,1,14,12.0,1996,6
538,katayama,1996_6,1:22.460,0,0,16,15,19.0,1996,6
539,brundle,1996_6,1:22.519,0,0,12,16,17.0,1996,6
540,diniz,1996_6,1:22.682,0,0,14,17,10.0,1996,6
541,fisichella,1996_6,1:22.684,0,0,20,18,0.0,1996,6
542,lamy,1996_6,1:23.350,0,0,19,19,0.0,1996,6
543,rosset,1996_6,1:24.976,0,0,15,20,0.0,1996,6
544,badoer,1996_6,1:25.059,0,0,10,21,11.0,1996,6
545,montermini,1996_6,1:25.393,0,0,22,22,20.0,1996,6
546,damon_hill,1996_7,1:20.650,0,0,13,1,4.0,1996,7
547,villeneuve,1996_7,1:21.084,0,0,3,2,0.0,1996,7
548,michael_schumacher,1996_7,1:21.587,0,0,1,3,1.0,1996,7
549,alesi,1996_7,1:22.061,0,0,2,4,22.0,1996,7
550,berger,1996_7,1:22.125,0,0,9,5,3.0,1996,7
551,irvine,1996_7,1:22.333,0,0,15,6,5.0,1996,7
552,barrichello,1996_7,1:22.379,0,0,8,7,7.0,1996,7
553,panis,1996_7,1:22.685,0,0,16,8,6.0,1996,7
554,herbert,1996_7,1:23.027,0,0,10,9,2.0,1996,7
555,hakkinen,1996_7,1:23.070,0,0,5,10,18.0,1996,7
556,frentzen,1996_7,1:23.195,0,0,4,11,8.0,1996,7
557,salo,1996_7,1:23.224,0,0,12,12,10.0,1996,7
558,verstappen,1996_7,1:23.371,0,0,7,13,12.0,1996,7
559,coulthard,1996_7,1:23.416,0,0,18,14,17.0,1996,7
560,brundle,1996_7,1:23.438,0,0,11,15,9.0,1996,7
561,katayama,1996_7,1:24.401,0,0,14,16,16.0,1996,7
562,diniz,1996_7,1:24.468,0,0,6,17,25.0,1996,7
563,lamy,1996_7,1:25.274,0,0,20,18,0.0,1996,7
564,fisichella,1996_7,1:25.531,0,0,17,19,0.0,1996,7
565,rosset,1996_7,1:25.621,0,0,19,20,0.0,1996,7
566,villeneuve,1997_1,1:29.369,0,0,19,1,2.0,1997,1
567,frentzen,1997_1,1:31.123,0,0,8,2,8.0,1997,1
568,michael_schumacher,1997_1,1:31.472,0,0,2,3,13.0,1997,1
569,coulthard,1997_1,1:31.531,0,0,1,4,16.0,1997,1
570,irvine,1997_1,1:31.881,0,0,20,5,3.0,1997,1
571,hakkinen,1997_1,1:31.971,0,0,3,6,5.0,1997,1
572,herbert,1997_1,1:32.287,0,0,21,7,20.0,1997,1
573,alesi,1997_1,1:32.593,0,0,14,8,18.0,1997,1
574,panis,1997_1,1:32.842,0,0,5,9,7.0,1997,1
575,berger,1997_1,1:32.870,0,0,4,10,4.0,1997,1
576,barrichello,1997_1,1:33.075,0,0,11,11,15.0,1997,1
577,ralf_schumacher,1997_1,1:33.130,0,0,18,12,0.0,1997,1
578,larini,1997_1,1:33.327,0,0,6,13,0.0,1997,1
579,fisichella,1997_1,1:33.552,0,0,16,14,14.0,1997,1
580,katayama,1997_1,1:33.798,0,0,15,15,11.0,1997,1
581,nakano,1997_1,1:33.989,0,0,7,16,0.0,1997,1
582,trulli,1997_1,1:34.120,0,0,9,17,0.0,1997,1
583,salo,1997_1,1:34.229,0,0,12,18,6.0,1997,1
584,magnussen,1997_1,1:34.623,0,0,13,19,0.0,1997,1
585,damon_hill,1997_1,1:34.806,0,0,22,20,1.0,1997,1
586,verstappen,1997_1,1:34.943,0,0,17,21,17.0,1997,1
587,diniz,1997_1,1:35.972,0,0,10,22,10.0,1997,1
588,villeneuve,1997_2,1:16.004,0,0,1,1,17.0,1997,2
589,michael_schumacher,1997_2,1:16.594,0,0,5,2,3.0,1997,2
590,berger,1997_2,1:16.644,0,0,2,3,18.0,1997,2
591,hakkinen,1997_2,1:16.692,0,0,4,4,4.0,1997,2
592,panis,1997_2,1:16.756,0,0,3,5,6.0,1997,2
593,alesi,1997_2,1:16.757,0,0,6,6,2.0,1997,2
594,fisichella,1997_2,1:16.912,0,0,8,7,0.0,1997,2
595,frentzen,1997_2,1:16.971,0,0,9,8,14.0,1997,2
596,damon_hill,1997_2,1:17.090,0,0,17,9,1.0,1997,2
597,ralf_schumacher,1997_2,1:17.175,0,0,19,10,0.0,1997,2
598,barrichello,1997_2,1:17.259,0,0,20,11,13.0,1997,2
599,coulthard,1997_2,1:17.262,0,0,10,12,15.0,1997,2
600,herbert,1997_2,1:17.409,0,0,7,13,16.0,1997,2
601,irvine,1997_2,1:17.527,0,0,16,14,7.0,1997,2
602,nakano,1997_2,1:17.999,0,0,14,15,0.0,1997,2
603,diniz,1997_2,1:18.095,0,0,21,16,8.0,1997,2
604,trulli,1997_2,1:18.336,0,0,12,17,0.0,1997,2
605,katayama,1997_2,1:18.557,0,0,18,18,9.0,1997,2
606,larini,1997_2,1:18.644,0,0,11,19,0.0,1997,2
607,magnussen,1997_2,1:18.773,0,0,22,20,0.0,1997,2
608,verstappen,1997_2,1:18.885,0,0,15,21,21.0,1997,2
609,salo,1997_2,1:19.274,0,0,13,22,5.0,1997,2
610,villeneuve,1997_3,1:24.473,0,0,1,1,2.0,1997,3
611,frentzen,1997_3,1:25.271,0,0,20,2,17.0,1997,3
612,panis,1997_3,1:25.491,0,0,19,3,8.0,1997,3
613,michael_schumacher,1997_3,1:25.773,0,0,21,4,12.0,1997,3
614,barrichello,1997_3,1:25.942,0,0,18,5,4.0,1997,3
615,ralf_schumacher,1997_3,1:26.218,0,0,3,6,0.0,1997,3
616,irvine,1997_3,1:26.327,0,0,2,7,5.0,1997,3
617,herbert,1997_3,1:26.564,0,0,4,8,9.0,1997,3
618,fisichella,1997_3,1:26.619,0,0,17,9,0.0,1997,3
619,coulthard,1997_3,1:26.799,0,0,22,10,7.0,1997,3
620,alesi,1997_3,1:27.076,0,0,7,11,3.0,1997,3
621,berger,1997_3,1:27.259,0,0,6,12,11.0,1997,3
622,damon_hill,1997_3,1:27.281,0,0,16,13,1.0,1997,3
623,larini,1997_3,1:27.690,0,0,11,14,0.0,1997,3
624,magnussen,1997_3,1:28.035,0,0,10,15,0.0,1997,3
625,verstappen,1997_3,1:28.094,0,0,14,16,6.0,1997,3
626,hakkinen,1997_3,1:28.135,0,0,5,17,22.0,1997,3
627,trulli,1997_3,1:28.160,0,0,9,18,0.0,1997,3
628,salo,1997_3,1:28.224,0,0,8,19,14.0,1997,3
629,nakano,1997_3,1:28.366,0,0,13,20,0.0,1997,3
630,katayama,1997_3,1:28.413,0,0,15,21,19.0,1997,3
631,diniz,1997_3,1:28.696,0,0,12,22,18.0,1997,3
632,villeneuve,1997_4,1:23.303,0,0,13,1,11.0,1997,4
633,frentzen,1997_4,1:23.646,0,0,1,2,18.0,1997,4
634,michael_schumacher,1997_4,1:23.955,0,0,2,3,2.0,1997,4
635,panis,1997_4,1:24.075,0,0,8,4,12.0,1997,4
636,ralf_schumacher,1997_4,1:24.081,0,0,17,5,0.0,1997,4
637,fisichella,1997_4,1:24.596,0,0,4,6,19.0,1997,4
638,herbert,1997_4,1:24.723,0,0,16,7,20.0,1997,4
639,hakkinen,1997_4,1:24.812,0,0,6,8,8.0,1997,4
640,irvine,1997_4,1:24.862,0,0,3,9,4.0,1997,4
641,coulthard,1997_4,1:25.077,0,0,14,10,14.0,1997,4
642,berger,1997_4,1:25.371,0,0,20,11,3.0,1997,4
643,larini,1997_4,1:25.554,0,0,7,12,0.0,1997,4
644,barrichello,1997_4,1:25.579,0,0,15,13,5.0,1997,4
645,alesi,1997_4,1:25.729,0,0,5,14,6.0,1997,4
646,damon_hill,1997_4,1:25.743,0,0,19,15,1.0,1997,4
647,magnussen,1997_4,1:26.192,0,0,21,16,0.0,1997,4
648,diniz,1997_4,1:26.253,0,0,12,17,7.0,1997,4
649,nakano,1997_4,1:26.712,0,0,18,18,0.0,1997,4
650,salo,1997_4,1:26.852,0,0,9,19,21.0,1997,4
651,trulli,1997_4,1:26.960,0,0,22,20,0.0,1997,4
652,verstappen,1997_4,1:27.428,0,0,10,21,16.0,1997,4
653,katayama,1997_4,1:28.727,0,0,11,22,13.0,1997,4
654,frentzen,1997_5,1:18.216,0,0,11,1,4.0,1997,5
655,michael_schumacher,1997_5,1:18.235,0,0,1,2,17.0,1997,5
656,villeneuve,1997_5,1:18.583,0,0,15,3,8.0,1997,5
657,fisichella,1997_5,1:18.665,0,0,6,4,20.0,1997,5
658,coulthard,1997_5,1:18.779,0,0,19,5,2.0,1997,5
659,ralf_schumacher,1997_5,1:18.943,0,0,16,6,0.0,1997,5
660,herbert,1997_5,1:19.105,0,0,17,7,3.0,1997,5
661,hakkinen,1997_5,1:19.119,0,0,20,8,6.0,1997,5
662,alesi,1997_5,1:19.263,0,0,14,9,9.0,1997,5
663,barrichello,1997_5,1:19.295,0,0,2,10,18.0,1997,5
664,larini,1997_5,1:19.468,0,0,13,11,0.0,1997,5
665,panis,1997_5,1:19.626,0,0,4,12,1.0,1997,5
666,damon_hill,1997_5,1:19.674,0,0,21,13,11.0,1997,5
667,salo,1997_5,1:19.694,0,0,5,14,5.0,1997,5
668,irvine,1997_5,1:19.723,0,0,3,15,7.0,1997,5
669,diniz,1997_5,1:19.860,0,0,22,16,14.0,1997,5
670,berger,1997_5,1:20.199,0,0,9,17,13.0,1997,5
671,trulli,1997_5,1:20.349,0,0,18,18,0.0,1997,5
672,magnussen,1997_5,1:20.516,0,0,7,19,0.0,1997,5
673,katayama,1997_5,1:20.606,0,0,10,20,16.0,1997,5
674,nakano,1997_5,1:20.961,0,0,12,21,0.0,1997,5
675,verstappen,1997_5,1:21.290,0,0,8,22,21.0,1997,5
676,villeneuve,1997_6,1:16.525,0,0,1,1,3.0,1997,6
677,frentzen,1997_6,1:16.791,0,0,8,2,4.0,1997,6
678,coulthard,1997_6,1:17.521,0,0,6,3,18.0,1997,6
679,alesi,1997_6,1:17.717,0,0,3,4,2.0,1997,6
680,hakkinen,1997_6,1:17.737,0,0,7,5,5.0,1997,6
681,berger,1997_6,1:18.041,0,0,10,6,9.0,1997,6
682,michael_schumacher,1997_6,1:18.313,0,0,4,7,1.0,1997,6
683,fisichella,1997_6,1:18.385,0,0,9,8,17.0,1997,6
684,ralf_schumacher,1997_6,1:18.423,0,0,17,9,0.0,1997,6
685,herbert,1997_6,1:18.494,0,0,5,10,10.0,1997,6
686,irvine,1997_6,1:18.873,0,0,12,11,15.0,1997,6
687,panis,1997_6,1:19.157,0,0,2,12,16.0,1997,6
688,morbidelli,1997_6,1:19.323,0,0,14,13,0.0,1997,6
689,salo,1997_6,1:20.079,0,0,19,14,12.0,1997,6
690,damon_hill,1997_6,1:20.089,0,0,21,15,13.0,1997,6
691,nakano,1997_6,1:20.103,0,0,20,16,0.0,1997,6
692,barrichello,1997_6,1:20.255,0,0,18,17,8.0,1997,6
693,trulli,1997_6,1:20.452,0,0,15,18,0.0,1997,6
694,verstappen,1997_6,1:20.582,0,0,11,19,7.0,1997,6
695,katayama,1997_6,1:20.672,0,0,22,20,14.0,1997,6
696,diniz,1997_6,1:21.029,0,0,16,21,6.0,1997,6
697,magnussen,1997_6,1:21.060,0,0,13,22,0.0,1997,6
698,michael_schumacher,1997_7,1:18.095,0,0,1,1,12.0,1997,7
699,villeneuve,1997_7,1:18.108,0,0,19,2,2.0,1997,7
700,barrichello,1997_7,1:18.388,0,0,15,3,16.0,1997,7
701,frentzen,1997_7,1:18.464,0,0,4,4,18.0,1997,7
702,coulthard,1997_7,1:18.466,0,0,7,5,4.0,1997,7
703,fisichella,1997_7,1:18.750,0,0,3,6,8.0,1997,7
704,ralf_schumacher,1997_7,1:18.869,0,0,17,7,0.0,1997,7
705,alesi,1997_7,1:18.899,0,0,2,8,3.0,1997,7
706,hakkinen,1997_7,1:18.916,0,0,20,9,5.0,1997,7
707,panis,1997_7,1:19.034,0,0,11,10,13.0,1997,7
708,wurz,1997_7,1:19.286,0,0,14,11,0.0,1997,7
709,irvine,1997_7,1:19.503,0,0,21,12,22.0,1997,7
710,herbert,1997_7,1:19.622,0,0,5,13,7.0,1997,7
711,verstappen,1997_7,1:20.102,0,0,13,14,19.0,1997,7
712,damon_hill,1997_7,1:20.129,0,0,9,15,1.0,1997,7
713,diniz,1997_7,1:20.175,0,0,8,16,15.0,1997,7
714,salo,1997_7,1:20.336,0,0,12,17,14.0,1997,7
715,morbidelli,1997_7,1:20.357,0,0,10,18,0.0,1997,7
716,nakano,1997_7,1:20.370,0,0,6,19,0.0,1997,7
717,trulli,1997_7,1:20.370,0,0,16,20,0.0,1997,7
718,magnussen,1997_7,1:20.491,0,0,22,21,0.0,1997,7
719,katayama,1997_7,1:21.034,0,0,18,22,21.0,1997,7
720,michael_schumacher,1997_8,1:14.548,0,0,1,1,22.0,1997,8
721,frentzen,1997_8,1:14.749,0,0,2,2,14.0,1997,8
722,ralf_schumacher,1997_8,1:14.755,0,0,6,3,0.0,1997,8
723,villeneuve,1997_8,1:14.800,0,0,4,4,2.0,1997,8
724,irvine,1997_8,1:14.860,0,0,3,5,19.0,1997,8
725,trulli,1997_8,1:14.957,0,0,10,6,0.0,1997,8
726,wurz,1997_8,1:14.986,0,0,14,7,0.0,1997,8
727,alesi,1997_8,1:15.228,0,0,5,8,3.0,1997,8
728,coulthard,1997_8,1:15.270,0,0,7,9,6.0,1997,8
729,hakkinen,1997_8,1:15.339,0,0,19,10,5.0,1997,8
730,fisichella,1997_8,1:15.453,0,0,9,11,20.0,1997,8
731,barrichello,1997_8,1:15.876,0,0,17,13,9.0,1997,8
732,nakano,1997_8,1:15.876,0,0,21,12,0.0,1997,8
733,herbert,1997_8,1:16.018,0,0,8,14,13.0,1997,8
734,magnussen,1997_8,1:16.149,0,0,18,15,0.0,1997,8
735,diniz,1997_8,1:16.536,0,0,15,16,17.0,1997,8
736,damon_hill,1997_8,1:16.729,0,0,12,17,1.0,1997,8
737,verstappen,1997_8,1:16.941,0,0,20,18,18.0,1997,8
738,salo,1997_8,1:17.256,0,0,13,19,10.0,1997,8
739,fontana,1997_8,1:17.538,0,0,16,20,0.0,1997,8
740,katayama,1997_8,1:17.563,0,0,11,21,15.0,1997,8
741,marques,1997_8,1:18.280,0,0,22,22,0.0,1997,8
742,villeneuve,1997_9,1:21.598,0,0,1,1,1.0,1997,9
743,frentzen,1997_9,1:21.732,0,0,21,2,8.0,1997,9
744,hakkinen,1997_9,1:21.797,0,0,12,3,3.0,1997,9
745,michael_schumacher,1997_9,1:21.977,0,0,18,4,20.0,1997,9
746,ralf_schumacher,1997_9,1:22.277,0,0,5,5,0.0,1997,9
747,coulthard,1997_9,1:22.279,0,0,4,6,5.0,1997,9
748,irvine,1997_9,1:22.342,0,0,15,7,19.0,1997,9
749,wurz,1997_9,1:22.344,0,0,3,8,0.0,1997,9
750,herbert,1997_9,1:22.368,0,0,17,9,9.0,1997,9
751,fisichella,1997_9,1:22.371,0,0,7,10,11.0,1997,9
752,alesi,1997_9,1:22.392,0,0,2,11,12.0,1997,9
753,damon_hill,1997_9,1:23.271,0,0,6,12,15.0,1997,9
754,trulli,1997_9,1:23.366,0,0,8,13,0.0,1997,9
755,nakano,1997_9,1:23.887,0,0,11,15,0.0,1997,9
756,magnussen,1997_9,1:24.067,0,0,13,16,0.0,1997,9
757,diniz,1997_9,1:24.239,0,0,20,17,14.0,1997,9
758,salo,1997_9,1:24.478,0,0,16,18,7.0,1997,9
759,katayama,1997_9,1:24.553,0,0,22,19,18.0,1997,9
760,verstappen,1997_9,1:25.010,0,0,14,20,10.0,1997,9
761,marques,1997_9,1:25.154,0,0,10,21,0.0,1997,9
762,barrichello,1997_9,1:25.525,0,0,19,22,4.0,1997,9
763,fontana,1997_9,0,0,0,9,14,0.0,1997,9
764,berger,1997_10,1:41.873,0,0,1,1,13.0,1997,10
765,fisichella,1997_10,1:41.896,0,0,11,2,0.0,1997,10
766,hakkinen,1997_10,1:42.034,0,0,3,3,18.0,1997,10
767,michael_schumacher,1997_10,1:42.181,0,0,2,4,4.0,1997,10
768,frentzen,1997_10,1:42.421,0,0,20,5,8.0,1997,10
769,alesi,1997_10,1:42.493,0,0,6,6,2.0,1997,10
770,ralf_schumacher,1997_10,1:42.498,0,0,5,7,0.0,1997,10
771,coulthard,1997_10,1:42.687,0,0,19,8,5.0,1997,10
772,villeneuve,1997_10,1:42.967,0,0,14,9,3.0,1997,10
773,irvine,1997_10,1:43.209,0,0,21,10,14.0,1997,10
774,trulli,1997_10,1:43.226,0,0,4,11,0.0,1997,10
775,barrichello,1997_10,1:43.272,0,0,12,12,6.0,1997,10
776,damon_hill,1997_10,1:43.361,0,0,8,13,1.0,1997,10
777,herbert,1997_10,1:43.660,0,0,17,14,15.0,1997,10
778,magnussen,1997_10,1:43.927,0,0,15,15,0.0,1997,10
779,diniz,1997_10,1:44.069,0,0,18,16,16.0,1997,10
780,nakano,1997_10,1:44.112,0,0,7,17,0.0,1997,10
781,fontana,1997_10,1:44.552,0,0,9,18,0.0,1997,10
782,salo,1997_10,1:45.372,0,0,13,19,9.0,1997,10
783,verstappen,1997_10,1:45.811,0,0,10,20,19.0,1997,10
784,marques,1997_10,1:45.942,0,0,22,21,0.0,1997,10
785,katayama,1997_10,1:46.499,0,0,16,22,17.0,1997,10
786,hakkinen,1998_1,1:30.010,0,0,1,1,3.0,1998,1
787,coulthard,1998_1,1:30.053,0,0,2,2,1.0,1998,1
788,michael_schumacher,1998_1,1:30.767,0,0,17,3,2.0,1998,1
789,villeneuve,1998_1,1:30.919,0,0,5,4,19.0,1998,1
790,herbert,1998_1,1:31.384,0,0,6,5,21.0,1998,1
791,frentzen,1998_1,1:31.397,0,0,3,6,8.0,1998,1
792,fisichella,1998_1,1:31.733,0,0,10,7,16.0,1998,1
793,irvine,1998_1,1:31.767,0,0,4,8,20.0,1998,1
794,ralf_schumacher,1998_1,1:32.392,0,0,19,9,18.0,1998,1
795,damon_hill,1998_1,1:32.399,0,0,8,10,22.0,1998,1
796,wurz,1998_1,1:32.726,0,0,7,11,0.0,1998,1
797,alesi,1998_1,1:33.240,0,0,11,12,14.0,1998,1
798,takagi,1998_1,1:33.291,0,0,21,13,0.0,1998,1
799,barrichello,1998_1,1:33.383,0,0,22,14,11.0,1998,1
800,trulli,1998_1,1:33.739,0,0,12,15,9.0,1998,1
801,salo,1998_1,1:33.927,0,0,14,16,12.0,1998,1
802,tuero,1998_1,1:34.646,0,0,15,17,0.0,1998,1
803,magnussen,1998_1,1:34.906,0,0,20,18,13.0,1998,1
804,rosset,1998_1,1:35.119,0,0,13,19,24.0,1998,1
805,diniz,1998_1,1:35.140,0,0,18,20,10.0,1998,1
806,panis,1998_1,1:35.215,0,0,9,21,5.0,1998,1
807,nakano,1998_1,1:35.301,0,0,16,22,7.0,1998,1
